id,doc_type,title,date,url,first_seen,last_seen
circular:proper-due-diligence-by-pension-fund-before-making-investment-in-corporate-securities,circular,Proper Due Diligence by Pension Funds before making Investments in Corporate Securities,2019-03-08,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/proper-due-diligence-by-pension-fund-before-making-investment-in-corporate-securities,2026-07-08T04:54:16.150175+00:00,2026-07-17T05:27:02.837194+00:00
regulation:pension-fund-regulatory-and-development-authority-trustee-bank-first-ammendment-regulations-2019,regulation,"Pension Fund Regulatory and Development Authority (Trustee Bank) (First Amendment) Regulations, 2019",2019-02-19,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-trustee-bank-first-ammendment-regulations-2019,2026-06-18T10:17:01.021425+00:00,2026-07-17T05:27:15.742799+00:00
regulation:pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-fifth-amendment-regulations-2019,regulation,"Pension Fund Regulatory and Development Authority (Exits and Withdrawals Under the National Pension System)(Fifth Amendment) Regulations, 2019",2019-02-19,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-fifth-amendment-regulations-2019,2026-06-18T10:17:01.020215+00:00,2026-07-17T05:27:15.741653+00:00
regulation:pension-fund-regulatory-and-development-authority-trustee-bank-first-ammendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Trustee Bank) (First Amendment) Regulations, 2019",2019-02-19,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-trustee-bank-first-ammendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.940351+00:00,2026-06-18T08:32:34.940351+00:00
regulation:pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-fifth-amendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory and Development Authority (Exits and Withdrawals Under the National Pension System)(Fifth Amendment) Regulations, 2019",2019-02-19,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-exits-and-withdrawals-under-the-national-pension-system-fifth-amendment-regulations-2019?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.938637+00:00,2026-06-18T08:32:34.938637+00:00
notification:uttar-pradesh-nps-contribution-enhancement-10-to-14-,notification,Uttar Pradesh-NPS contribution enhancement 10% to 14%,2019-02-13,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/uttar-pradesh-nps-contribution-enhancement-10-to-14-,2026-06-18T10:16:49.646409+00:00,2026-07-17T05:27:12.346600+00:00
notification:uttar-pradesh-choice-of-pension-fund-investment-pattern,notification,Uttar Pradesh-Choice of Pension Fund & Investment Pattern,2019-02-13,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/uttar-pradesh-choice-of-pension-fund-investment-pattern,2026-06-18T10:16:49.645388+00:00,2026-07-17T05:27:12.345319+00:00
notification:uttar-pradesh-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,notification,Uttar Pradesh-NPS contribution enhancement 10% to 14%,2019-02-13,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/uttar-pradesh-nps-contribution-enhancement-10-to-14-?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,2026-06-18T08:32:23.788476+00:00,2026-06-18T08:32:23.788476+00:00
notification:uttar-pradesh-choice-of-pension-fund-investment-pattern?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,notification,Uttar Pradesh-Choice of Pension Fund & Investment Pattern,2019-02-13,https://www.pfrda.org.in/w/regulatory-framework/notifications/state-notification/uttar-pradesh-choice-of-pension-fund-investment-pattern?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,2026-06-18T08:32:23.786813+00:00,2026-06-18T08:32:23.786813+00:00
notification:gazette-notification-revision-in-nps-government-sector,notification,Gazette notification Revision in NPS Government sector,2019-01-31,https://www.pfrda.org.in/w/regulatory-framework/notifications/gazette-notification-revision-in-nps-government-sector,2026-06-18T10:16:49.647548+00:00,2026-07-17T05:27:12.347515+00:00
notification:gazette-notification-revision-in-nps-government-sector?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,notification,Gazette notification Revision in NPS Government sector,2019-01-31,https://www.pfrda.org.in/w/regulatory-framework/notifications/gazette-notification-revision-in-nps-government-sector?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,2026-06-18T08:32:23.789586+00:00,2026-06-18T08:32:23.789586+00:00
circular:new-up-gradation-of-functionalities-by-cra-for-quarter-ended-dec-2018,circular,New up-gradation of functionalities by CRA for quarter ended Dec 2018,2019-01-18,https://www.pfrda.org.in/w/new-up-gradation-of-functionalities-by-cra-for-quarter-ended-dec-2018,2026-07-08T04:54:21.358417+00:00,2026-07-17T05:27:07.711653+00:00
circular:cyber-security-policy-for-intermediaries-registered-with-pfrda-04-10-2017,circular,Cyber Security policy for intermediaries registered with PFRDA,2019-01-07,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/cyber-security-policy-for-intermediaries-registered-with-pfrda-04-10-2017,2026-07-08T04:54:21.363764+00:00,2026-07-17T05:27:07.712669+00:00
circular:policy-for-bulk-transfer-of-self-managed-superannuation-fund-to-nps,circular,Policy for bulk transfer of self-managed Superannuation Fund to NPS (as is where is basis),2019-01-01,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/policy-for-bulk-transfer-of-self-managed-superannuation-fund-to-nps,2026-07-08T04:54:16.151347+00:00,2026-07-17T05:27:02.838101+00:00
notification:reconstitution-of-pension-advisory-committtee-pac-1,notification,Reconstitution of Pension Advisory Committtee(PAC),2018-12-24,https://www.pfrda.org.in/w/regulatory-framework/notifications/pfrda/reconstitution-of-pension-advisory-committtee-pac-1,2026-06-18T10:16:49.648603+00:00,2026-07-17T05:27:12.348505+00:00
notification:reconstitution-of-pension-advisory-committtee-pac-1?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,notification,Reconstitution of Pension Advisory Committtee(PAC),2018-12-24,https://www.pfrda.org.in/w/regulatory-framework/notifications/pfrda/reconstitution-of-pension-advisory-committtee-pac-1?p_l_back_url=%2Fregulatory-framework%2Fnotifications%3Fstart%3D5&p_l_back_url_title=Notifications,2026-06-18T08:32:23.790679+00:00,2026-06-18T08:32:23.790679+00:00
circular:discontinuation-of-aadhaar-based-authentication-for-opening-of-nps-accounts-by-pops-through-online-module,circular,Discontinuation of Aadhaar based authentication for opening of NPS accounts by POPs through online module,2018-12-07,https://www.pfrda.org.in/w/discontinuation-of-aadhaar-based-authentication-for-opening-of-nps-accounts-by-pops-through-online-module,2026-07-08T04:54:22.566175+00:00,2026-07-17T05:27:08.811892+00:00
circular:discontinuation-of-aadhaar-based-authentication-for-opening-of-nps-accounts-by-pops-through-online-module-copy-,circular,Discontinuation of Aadhaar based authentication for opening of NPS accounts by POPs through online module (Copy),2018-12-07,https://www.pfrda.org.in/w/discontinuation-of-aadhaar-based-authentication-for-opening-of-nps-accounts-by-pops-through-online-module-copy-,2026-07-08T04:54:20.057252+00:00,2026-07-17T05:27:06.589886+00:00
circular:including-nps-trust-under-the-ambit-of-stewardship-code,circular,Including NPS Trust under the ambit of Stewardship Code,2018-11-16,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/including-nps-trust-under-the-ambit-of-stewardship-code,2026-07-08T04:54:16.152541+00:00,2026-07-17T05:27:02.839049+00:00
regulation:pfrda-retirement-adviser-regulations-compilation-of-ammendments-till-16-11-2018,regulation,PFRDA (Retirement Adviser) Regulations - Compilation of Amendments till 16-11-2018,2018-11-16,https://www.pfrda.org.in/w/regulatory-framework/regulations/pfrda-retirement-adviser-regulations-compilation-of-ammendments-till-16-11-2018,2026-06-18T10:17:01.024855+00:00,2026-07-17T05:27:15.745567+00:00
regulation:pfrda-pension-funds-regulations-compilation-of-ammendments-till-16-11-2018,regulation,PFRDA (Pension Funds) Regulations - Compilation of Amendments till 16-11-2018,2018-11-16,https://www.pfrda.org.in/w/regulatory-framework/regulations/pfrda-pension-funds-regulations-compilation-of-ammendments-till-16-11-2018,2026-06-18T10:17:01.023934+00:00,2026-07-17T05:27:15.744599+00:00
regulation:pfrda-central-recordkeeping-agency-regulations-compilation-of-ammendments-till-16-11-2018,regulation,PFRDA (Central Recordkeeping Agency) Regulations - Compilation of Amendments till 16-11-2018,2018-11-16,https://www.pfrda.org.in/w/regulatory-framework/regulations/pfrda-central-recordkeeping-agency-regulations-compilation-of-ammendments-till-16-11-2018,2026-06-18T10:17:01.022682+00:00,2026-07-17T05:27:15.743717+00:00
regulation:pfrda-retirement-adviser-regulations-compilation-of-ammendments-till-16-11-2018?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,PFRDA (Retirement Adviser) Regulations - Compilation of Amendments till 16-11-2018,2018-11-16,https://www.pfrda.org.in/w/regulatory-framework/regulations/pfrda-retirement-adviser-regulations-compilation-of-ammendments-till-16-11-2018?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.944282+00:00,2026-06-18T08:32:34.944282+00:00
regulation:pfrda-pension-funds-regulations-compilation-of-ammendments-till-16-11-2018?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,PFRDA (Pension Funds) Regulations - Compilation of Amendments till 16-11-2018,2018-11-16,https://www.pfrda.org.in/w/regulatory-framework/regulations/pfrda-pension-funds-regulations-compilation-of-ammendments-till-16-11-2018?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.943174+00:00,2026-06-18T08:32:34.943174+00:00
regulation:pfrda-central-recordkeeping-agency-regulations-compilation-of-ammendments-till-16-11-2018?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,PFRDA (Central Recordkeeping Agency) Regulations - Compilation of Amendments till 16-11-2018,2018-11-16,https://www.pfrda.org.in/w/regulatory-framework/regulations/pfrda-central-recordkeeping-agency-regulations-compilation-of-ammendments-till-16-11-2018?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.942063+00:00,2026-06-18T08:32:34.942063+00:00
circular:inviting-articles-blogs-and-write-ups-for-pension-sanchay-blog,circular,"Inviting Articles, Blogs and write-ups for Pension Sanchay Blog",2018-11-14,https://www.pfrda.org.in/w/inviting-articles-blogs-and-write-ups-for-pension-sanchay-blog,2026-07-08T04:54:22.568004+00:00,2026-07-17T05:27:08.815040+00:00
circular:corporate-model-nps-revision-in-the-provisions-for-excercising-pf-and-investment-choices-and-bulk-authorization-of-employees-nps-application-by-corporates,circular,Corporate Model NPS: Revision in the provisions for excercising PF and investment choices & Bulk Authorization of employees NPS application by corporates,2018-11-14,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/corporate-model-nps-revision-in-the-provisions-for-excercising-pf-and-investment-choices-and-bulk-authorization-of-employees-nps-application-by-corporates,2026-07-08T04:54:16.153758+00:00,2026-07-17T05:27:02.840107+00:00
circular:clarification-on-circular-no.-pfrda-2018-56-pf-2-dated-20th-august-2018-issued-by-the-authority-for-change-in-investment-guidelines-for-nps-schemes.,circular,"Clarification on Circular No. PFRDA/2018/56/PF/2 dated 20th August,2018 issued by the Authority for Change in investment Guidelines for NPS Schemes.",2018-11-02,https://www.pfrda.org.in/w/clarification-on-circular-no.-pfrda-2018-56-pf-2-dated-20th-august-2018-issued-by-the-authority-for-change-in-investment-guidelines-for-nps-schemes.,2026-07-08T04:54:22.569550+00:00,2026-07-17T05:27:08.816123+00:00
regulation:pension-fund-regulatory-and-development-authority-employees-service-first-amendment-regulations-2018,regulation,"Pension Fund Regulatory And Development Authority (Employees Service) (First Amendment) Regulations,2018",2018-11-02,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-employees-service-first-amendment-regulations-2018,2026-06-18T10:17:01.025790+00:00,2026-07-17T05:27:15.746457+00:00
regulation:pension-fund-regulatory-and-development-authority-employees-service-first-amendment-regulations-2018?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,regulation,"Pension Fund Regulatory And Development Authority (Employees Service) (First Amendment) Regulations,2018",2018-11-02,https://www.pfrda.org.in/w/regulatory-framework/regulations/pension-fund-regulatory-and-development-authority-employees-service-first-amendment-regulations-2018?p_l_back_url=%2Fregulatory-framework%2Fregulations%3Fstart%3D5&p_l_back_url_title=Regulations,2026-06-18T08:32:34.945671+00:00,2026-06-18T08:32:34.945671+00:00
circular:withdrawal-of-circular-no-pfrda201620pop1-dated-17.08.2016,circular,Withdrawal of Circular No.PFRDA/2016/20/POP/1 dated 17.08.2016,2018-10-29,https://www.pfrda.org.in/w/withdrawal-of-circular-no-pfrda201620pop1-dated-17.08.2016,2026-07-08T04:54:22.571839+00:00,2026-07-17T05:27:08.817140+00:00
circular:new-up-gradation-of-functionalities-by-cra-for-quarter-ended-sep-2018,circular,New up-gradation of functionalities by CRA for quarter ended Sep 2018,2018-10-24,https://www.pfrda.org.in/w/new-up-gradation-of-functionalities-by-cra-for-quarter-ended-sep-2018,2026-07-08T04:54:22.573286+00:00,2026-07-17T05:27:08.818127+00:00
circular:simplification-of-withdrawal-process-under-apy-death-cases,circular,Simplification of Withdrawal Process under APY- Death Cases,2018-08-25,https://www.pfrda.org.in/w/regulatory-framework/circulars/active-circulars/simplification-of-withdrawal-process-under-apy-death-cases,2026-07-08T04:54:16.155669+00:00,2026-07-17T05:27:02.841037+00:00
